LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
919,2116,117156,24,30,5,23.6,22.3,4.3,16.5,"£34,723"
919,2117,117157,8,7,3,6.4,5.8,2.2,27.4,"£39,279"
919,2120,117158,12,10,2,11.7,5.6,1.8,20.5,"£37,819"
919,2122,117159,13,21,7,9.7,10.6,3.0,21.5,"£39,773"
919,2123,117160,15,16,2,13.2,9.4,1.9,20.4,"£39,033"
919,2124,117161,14,13,4,11.9,10.5,3.4,18.5,"£38,350"
919,2125,117162,15,16,5,11.8,8.8,2.3,19.4,"£38,359"
919,2126,117163,9,10,4,7.9,5.9,2.7,23.1,"£37,495"
919,2130,117165,22,24,5,20.1,14.8,3.3,23.7,"£36,716"
919,2131,117166,14,18,5,10.1,7.8,2.0,21.3,"£34,910"
919,2132,117167,20,12,8,16.6,6.6,5.6,21.5,"£35,462"
919,2133,117168,14,11,2,11.9,7.4,2.0,21.3,"£35,072"
919,2135,117169,19,25,9,16.4,17.2,5.6,15.7,"£32,313"
919,2137,117170,21,22,6,19.8,15.3,5.4,19.5,"£32,354"
919,2139,117171,13,19,10,11.9,12.7,5.3,22.4,"£37,330"
919,2140,117172,12,18,7,10.8,12.8,4.1,16.9,"£35,663"
919,2142,117174,14,15,4,9.9,6.4,2.8,22.8,"£39,303"
919,2143,117175,20,23,5,15.1,15.9,2.9,19.0,"£34,532"
919,2145,117176,7,4,1,4.8,2.5,0.9,11.1,"£36,988"
919,2146,117177,9,7,5,6.4,4.3,2.6,16.4,"£34,078"
919,2147,117178,24,33,5,18.3,18.0,3.1,22.5,"£34,297"
919,2151,117180,21,21,11,20.0,13.9,8.2,18.3,"£36,124"
919,2153,117181,15,18,4,11.2,10.6,2.9,19.4,"£38,796"
919,2154,117182,23,24,7,19.0,17.9,5.6,22.1,"£35,352"
919,2155,117183,14,17,4,10.9,11.0,2.9,20.2,"£36,861"
919,2156,117184,23,34,5,22.3,27.2,3.3,18.8,"£35,127"
919,2165,117186,22,17,4,16.8,12.0,3.7,17.0,"£34,931"
919,2166,117187,26,30,10,23.1,21.3,6.2,16.9,"£36,370"
919,2168,117188,16,17,6,12.5,10.1,2.8,17.1,"£36,616"
919,2169,117189,10,22,3,9.1,11.7,1.8,22.8,"£38,475"
919,2177,117193,16,20,3,10.9,8.9,1.8,18.5,"£37,387"
919,2178,117194,12,8,4,10.4,4.6,3.2,19.8,"£32,527"
919,2181,117195,11,9,3,10.0,7.6,2.4,20.2,"£37,762"
919,2184,117197,10,25,5,9.9,14.8,2.4,20.8,"£39,080"
919,2188,117200,21,23,4,17.7,15.8,3.6,16.4,"£37,373"
919,2193,117202,12,18,3,9.3,9.3,1.5,14.0,"£38,814"
919,2198,117206,27,36,15,25.6,23.2,7.7,22.9,"£36,145"
919,2203,117211,18,10,11,13.6,6.2,4.8,24.2,"£36,625"
919,2206,117212,24,18,9,17.7,8.3,3.8,20.5,"£35,291"
919,2210,117214,12,14,4,10.9,9.6,3.7,18.6,"£32,809"
919,2219,117217,13,12,2,9.8,7.8,1.8,20.5,"£38,705"
919,2223,117218,3,6,2,2.6,3.2,1.8,10.8,SUPP
919,2224,117219,11,15,13,9.4,7.0,8.7,26.6,"£37,619"
919,2225,117220,24,26,6,19.8,19.7,4.8,22.4,"£37,786"
919,2226,117221,12,15,3,11.1,9.2,2.2,20.5,"£36,791"
919,2227,117222,19,14,2,16.2,10.5,1.4,19.6,SUPP
919,2228,117223,10,15,4,8.3,9.3,3.6,24.7,"£40,032"
919,2229,117224,12,15,5,11.2,11.3,4.2,19.8,"£38,487"
919,2235,117226,22,33,8,21.6,27.2,7.2,21.9,"£36,300"
919,2237,117227,13,9,4,8.5,5.4,2.7,25.5,"£34,115"
919,2240,117229,23,31,7,20.5,19.5,4.1,19.8,"£35,450"
919,2242,117230,18,14,5,12.8,5.8,2.5,17.5,"£39,179"
919,2243,117231,12,14,3,11.7,8.9,2.4,17.1,"£34,665"
919,2250,117233,19,20,6,16.4,10.2,3.4,19.2,"£34,423"
919,2251,117234,17,18,6,13.1,10.7,3.3,15.9,"£38,971"
919,2252,117235,14,18,4,10.9,9.6,3.5,19.1,"£35,446"
919,2253,117236,15,13,4,12.5,8.7,2.8,16.0,"£35,853"
919,2258,117240,18,17,5,11.9,6.2,2.5,18.3,"£37,334"
919,2261,117242,16,10,6,12.5,5.4,3.0,18.9,"£35,719"
919,2263,117243,13,14,3,8.8,8.9,1.6,24.8,"£36,651"
919,2266,117245,18,12,3,16.3,7.5,1.8,19.0,"£34,817"
919,2270,117248,9,10,3,8.2,6.7,1.5,16.3,"£36,344"
919,2274,117249,13,17,5,11.3,9.2,3.9,19.1,"£36,760"
919,2280,117250,17,15,4,13.9,9.2,2.7,19.4,"£35,902"
919,2283,117252,14,18,3,11.4,9.0,2.7,18.9,"£36,787"
919,2287,117253,13,12,2,11.7,6.7,1.3,20.7,"£36,597"
919,2288,117254,19,16,4,12.8,10.2,2.4,19.3,"£36,703"
919,2289,117255,21,32,7,18.3,22.4,5.7,22.4,"£35,713"
919,2293,117256,14,10,3,10.0,6.0,1.8,20.6,"£34,303"
919,2296,117257,11,10,4,9.5,7.7,2.9,19.1,"£37,598"
919,2299,117258,22,16,5,17.0,9.1,3.8,21.2,"£38,148"
919,2300,117259,14,18,4,12.5,11.3,3.5,19.3,"£37,333"
919,2301,117260,15,13,2,9.4,8.6,1.6,18.5,"£36,844"
919,2302,117261,11,9,2,10.0,3.7,1.5,18.5,"£32,130"
919,2304,117263,12,13,5,9.7,8.2,3.8,22.3,"£39,987"
919,2308,117266,15,12,5,12.1,8.5,4.0,16.8,"£34,648"
919,2311,117268,18,24,6,15.6,15.9,3.3,19.3,"£37,128"
919,2312,117269,24,29,8,21.9,13.9,6.5,15.8,"£36,300"
919,2314,117270,12,17,3,9.2,10.6,2.4,21.4,"£38,242"
919,2316,117271,12,17,6,9.1,8.2,3.3,24.2,"£39,656"
919,2317,117272,18,19,5,14.3,11.6,4.7,20.6,"£36,857"
919,2322,117274,12,27,5,8.4,8.4,3.2,25.4,"£37,812"
919,2323,117275,12,14,2,10.2,7.2,1.9,18.9,"£34,629"
919,2326,117276,18,19,4,16.6,11.9,2.3,20.6,"£35,804"
919,2327,117277,14,25,4,10.0,12.1,2.4,22.3,"£34,968"
919,2331,117278,16,31,4,14.3,14.9,3.3,22.2,"£36,783"
919,2332,117279,11,13,3,8.7,7.6,2.0,20.3,"£35,467"
919,2333,117280,14,20,3,10.9,11.0,2.1,22.2,"£34,565"
919,2336,117281,24,17,5,14.1,10.8,4.2,20.3,"£36,866"
919,2337,137238,20,21,11,17.3,16.0,8.9,28.9,"£32,178"
919,2338,117283,28,24,9,20.6,15.5,5.9,20.8,"£36,171"
919,2339,117284,18,33,7,16.9,22.6,4.1,19.8,"£35,227"
919,2341,117285,38,42,15,32.3,24.3,10.8,20.1,"£34,162"
919,2343,117286,15,20,5,11.4,6.7,4.1,18.9,"£35,955"
919,2344,140708,20,13,5,13.0,7.4,1.7,19.7,"£38,955"
919,2345,117288,16,13,2,13.1,8.9,1.8,19.8,"£36,761"
919,2348,117289,11,15,3,10.1,8.9,1.9,20.9,"£32,316"
919,2349,117290,27,30,7,25.2,25.1,4.8,20.5,"£34,469"
919,2353,117292,16,12,3,10.2,6.5,2.6,22.1,"£36,245"
919,2354,117293,15,16,8,13.2,10.6,6.9,22.5,"£34,398"
919,2356,117294,15,9,4,10.4,4.5,2.5,21.6,"£38,581"
919,2360,117296,11,19,27,10.8,9.8,20.5,22.3,"£39,376"
919,2362,117297,16,16,5,10.6,7.6,2.5,21.2,"£35,906"
919,2364,117298,19,29,4,12.3,12.5,1.9,20.1,"£37,483"
919,2365,117299,29,29,9,25.5,18.1,6.5,17.7,"£35,488"
919,2372,117300,11,11,2,10.8,7.0,1.8,18.3,"£36,160"
919,2373,117301,21,18,3,12.7,10.1,2.5,19.8,"£36,764"
919,2375,117302,18,16,5,14.6,10.3,2.8,15.2,"£39,655"
919,2378,117303,14,11,3,10.6,6.1,1.8,19.6,"£38,588"
919,2379,117304,16,11,6,10.2,4.5,3.1,20.5,"£40,688"
919,2380,117305,16,15,3,13.1,7.5,2.3,19.5,"£37,675"
919,2381,117306,14,15,5,11.5,10.1,2.9,20.8,"£35,759"
919,2384,143410,28,17,4,23.3,11.7,4.0,20.4,"£38,450"
919,2385,117308,16,19,4,11.8,8.5,2.9,23.6,"£33,991"
919,2386,117309,16,29,5,12.0,13.6,2.8,22.4,"£39,823"
919,2387,117310,18,16,3,12.1,9.0,2.4,22.0,"£35,171"
919,2389,117311,15,14,3,12.4,9.2,2.4,21.8,"£37,402"
919,2390,140707,13,9,4,8.8,6.3,1.5,20.4,"£41,626"
919,2391,117313,13,16,4,10.3,8.7,2.3,21.4,"£35,596"
919,2392,117314,15,12,3,11.4,6.1,1.4,25.4,"£37,214"
919,2393,117315,27,22,6,19.5,13.6,3.5,19.0,"£36,845"
919,2394,117316,15,13,7,13.2,9.1,6.2,21.7,"£36,393"
919,2395,117317,11,14,2,9.4,9.7,1.6,19.0,"£35,483"
919,2397,117319,14,13,5,10.6,7.2,1.8,18.7,"£38,992"
919,2398,143603,28,38,11,25.8,27.6,6.6,19.5,"£35,282"
919,2401,117321,11,16,2,9.6,7.8,1.5,23.0,"£36,646"
919,2405,117322,15,15,6,11.6,9.3,3.6,19.9,"£36,691"
919,2406,117323,9,14,6,8.6,9.0,4.3,22.5,"£37,175"
919,2407,117324,15,18,6,14.0,12.2,3.4,19.8,"£34,258"
919,2410,117325,26,24,4,23.3,16.1,3.7,18.0,"£35,157"
919,2411,117326,15,10,4,12.3,6.2,3.0,15.9,"£35,936"
919,2412,117327,13,14,8,9.8,6.1,4.0,20.9,"£38,941"
919,2414,117328,26,17,7,19.0,8.9,4.2,17.8,"£37,321"
919,2415,117329,14,9,3,9.2,4.7,2.5,23.0,"£38,999"
919,2416,117330,22,19,6,19.3,11.8,3.8,21.4,"£38,683"
919,2417,117331,11,9,1,9.0,6.1,1.0,18.0,"£33,863"
919,2421,117332,14,17,6,10.8,8.9,3.0,21.1,"£39,536"
919,2422,117333,13,13,4,12.4,10.3,2.9,16.2,"£36,598"
919,2424,117334,22,37,6,18.0,16.3,3.9,24.8,"£40,393"
919,2426,117335,24,18,12,16.8,9.6,8.4,19.5,"£35,263"
919,2427,117336,12,8,2,10.4,5.5,1.6,19.7,"£34,098"
919,2428,117337,22,15,2,18.1,8.7,2.0,18.4,"£34,954"
919,2429,143409,20,19,4,14.2,11.0,1.9,20.6,"£36,842"
919,2432,117339,17,25,8,16.8,18.8,6.5,23.6,"£36,700"
919,2433,117340,11,19,4,7.6,10.5,2.3,28.9,"£39,201"
919,2436,117341,22,22,6,18.2,14.7,3.7,22.9,"£34,357"
919,2437,117342,16,14,3,14.2,8.2,2.3,22.9,"£37,103"
919,2442,117345,13,13,4,11.9,11.0,3.0,19.4,"£36,739"
919,2443,117346,17,27,5,14.2,10.5,5.0,23.0,"£33,719"
919,2444,117347,21,27,8,16.6,9.1,4.6,19.6,"£34,706"
919,2446,117348,13,17,4,11.7,9.7,2.5,23.1,"£39,783"
919,2448,117349,14,15,4,12.7,12.4,3.3,18.0,"£35,017"
919,2451,117352,28,27,7,23.5,17.2,4.9,18.4,"£37,547"
919,2452,117353,23,23,5,19.9,13.2,4.0,22.4,"£37,129"
919,2454,137943,29,14,9,21.0,8.9,7.3,21.0,"£35,376"
919,2457,117358,29,23,6,21.7,15.1,4.3,23.3,"£36,436"
919,2462,117361,27,31,4,20.8,13.0,2.9,22.7,"£37,378"
919,2464,117363,24,32,4,19.9,19.9,3.3,22.8,"£36,726"
919,2465,117364,36,47,5,31.0,27.7,5.0,15.9,"£38,169"
919,2466,117365,16,20,8,13.7,9.0,4.0,17.8,"£34,871"
919,2467,117366,29,22,7,23.7,14.3,5.5,17.2,"£35,732"
919,2468,117367,26,34,3,21.6,22.6,2.5,18.5,"£35,220"
919,2469,117368,21,30,17,19.5,19.2,11.4,22.6,"£47,374"
919,2980,117369,26,25,9,19.8,14.9,5.4,22.0,"£36,653"
919,2982,117370,13,21,4,10.2,7.1,2.4,21.4,"£39,171"
919,2985,117371,21,24,4,17.8,14.3,2.8,14.8,"£34,963"
919,2991,117374,13,12,6,10.2,6.1,4.7,20.5,"£40,286"
919,2994,117376,23,16,8,17.8,11.0,6.7,25.3,"£37,534"
919,2995,117377,13,15,5,10.3,9.0,3.2,18.2,"£37,964"
919,2996,117378,22,21,8,21.8,13.7,6.7,20.3,"£34,758"
919,2997,117379,14,17,6,12.0,9.8,2.8,17.0,"£37,509"
919,2998,117380,24,21,5,18.0,12.8,3.9,24.2,"£36,850"
919,3000,117382,7,8,1,4.9,4.3,0.8,17.3,"£34,471"
919,3003,117383,13,20,2,10.5,7.9,1.9,18.4,"£37,858"
919,3004,117384,10,20,2,9.1,7.9,1.6,19.7,"£36,923"
919,3005,117385,14,15,2,11.7,11.2,1.1,20.4,"£36,784"
919,3006,117386,4,4,1,3.6,1.8,0.9,10.6,"£38,918"
919,3007,117387,6,5,2,5.1,2.7,1.7,19.7,"£37,877"
919,3008,117388,6,2,1,3.6,1.0,0.4,10.0,"£28,449"
919,3009,117389,6,6,4,5.2,3.7,1.6,19.6,"£40,787"
919,3011,117390,11,12,2,7.4,7.1,1.6,20.0,"£38,066"
919,3012,117391,13,11,3,10.8,8.5,1.9,22.2,"£37,981"
919,3013,117392,15,14,4,10.9,7.1,2.0,22.1,"£38,047"
919,3015,117393,5,6,1,4.2,4.1,1.0,19.4,"£38,954"
919,3016,117394,10,7,3,6.3,3.9,2.0,21.6,"£38,238"
919,3018,117395,7,7,4,6.4,3.3,2.1,16.9,"£37,828"
919,3020,117396,8,5,4,5.5,2.7,2.6,16.6,"£32,265"
919,3025,117397,10,5,3,9.5,4.1,2.8,12.5,"£36,472"
919,3026,117398,11,15,3,9.9,7.6,2.0,22.6,"£38,996"
919,3029,117400,22,31,10,20.8,19.9,8.8,21.1,"£36,352"
919,3030,117401,11,12,3,9.8,8.5,1.3,21.6,"£38,174"
919,3032,117402,7,7,2,4.9,3.8,1.4,12.6,"£39,118"
919,3034,117403,8,10,1,5.6,3.9,1.0,16.1,"£36,520"
919,3037,117404,9,7,2,8.2,4.1,1.6,20.0,"£34,241"
919,3038,117405,9,6,1,7.6,4.5,0.8,14.4,"£36,487"
919,3039,117406,14,18,2,13.0,11.4,2.0,21.2,"£37,665"
919,3040,117407,15,15,3,11.0,7.1,2.1,20.0,"£35,790"
919,3041,117408,9,9,3,5.6,3.8,1.5,16.5,"£39,422"
919,3042,117409,15,7,5,12.1,4.6,3.4,19.6,"£35,214"
919,3043,117410,19,23,7,17.1,13.4,5.7,20.7,"£34,643"
919,3045,117412,8,4,1,4.4,2.3,1.0,10.2,"£32,459"
919,3047,117413,8,8,4,6.3,4.7,2.9,22.0,"£36,604"
919,3049,117414,14,17,3,9.9,9.6,1.9,22.3,"£35,415"
919,3053,117415,15,13,2,13.1,8.3,1.4,14.9,"£34,303"
919,3054,117416,12,13,3,10.9,7.7,2.4,19.8,"£39,642"
919,3301,117417,11,10,4,10.0,5.1,2.8,20.9,"£40,334"
919,3302,117418,14,11,4,11.0,6.5,3.5,20.2,"£36,450"
919,3303,117419,4,4,2,3.7,2.2,1.1,16.0,"£36,239"
919,3304,131955,36,20,9,25.9,12.4,7.7,16.9,"£35,416"
919,3306,117420,5,8,4,4.6,2.2,2.3,15.6,"£40,342"
919,3307,117421,10,6,4,8.6,3.3,2.1,14.8,"£35,921"
919,3308,117422,4,3,3,2.1,1.3,1.8,12.4,"£44,177"
919,3314,117423,9,12,4,7.8,8.6,2.8,18.3,"£33,361"
919,3315,117424,15,13,3,9.6,5.7,1.4,21.5,"£35,492"
919,3318,117425,16,17,5,14.2,9.4,3.3,22.8,"£36,738"
919,3319,117426,16,22,6,9.9,7.6,4.1,22.4,"£36,446"
919,3326,117428,12,15,3,10.5,7.5,1.5,17.5,"£37,289"
919,3327,117429,12,14,3,11.4,8.9,2.0,20.0,"£38,288"
919,3329,117430,12,7,3,8.5,1.8,2.1,21.5,"£38,297"
919,3333,117431,11,11,2,8.7,6.8,1.5,21.1,"£37,928"
919,3334,117432,11,13,3,8.8,5.5,1.8,22.8,"£37,863"
919,3335,117433,6,2,3,5.6,1.4,1.7,14.9,"£38,251"
919,3336,117434,10,10,1,6.3,4.6,1.0,24.4,"£38,911"
919,3339,117435,7,6,1,5.5,3.2,0.9,18.3,"£39,941"
919,3341,117436,13,9,7,9.9,5.4,3.9,22.4,"£37,864"
919,3344,117437,15,14,19,10.5,8.2,5.2,21.6,"£35,008"
919,3345,117438,12,14,4,11.3,8.1,3.1,20.2,"£35,954"
919,3347,117439,6,1,1,5.0,0.5,0.8,8.7,"£33,631"
919,3348,117440,11,9,3,8.0,4.7,2.3,18.8,"£37,542"
919,3349,117441,13,10,2,9.4,4.9,1.6,23.2,"£37,779"
919,3350,117442,14,11,6,10.2,5.1,6.0,21.5,"£35,311"
919,3352,117443,9,5,2,6.3,2.9,0.9,16.7,"£36,473"
919,3353,117444,14,11,4,11.0,6.7,2.7,18.3,"£34,777"
919,3357,117445,11,6,2,8.2,2.6,1.1,14.7,"£37,256"
919,3358,117446,7,7,2,5.2,5.1,1.4,19.5,"£36,610"
919,3359,117447,11,11,4,9.8,8.2,2.7,21.9,"£31,967"
919,3360,117448,13,7,2,11.1,4.2,1.9,18.9,"£37,474"
919,3361,117449,15,10,5,10.7,5.2,2.8,19.5,"£37,827"
919,3362,117450,14,17,4,10.4,8.0,2.5,19.7,"£37,711"
919,3363,117451,12,8,2,8.0,5.6,1.5,18.4,"£36,353"
919,3364,117452,13,13,4,9.6,6.5,2.2,20.8,"£37,634"
919,3366,117453,5,6,2,3.8,3.9,0.7,17.1,"£38,684"
919,3367,117454,10,6,4,6.7,2.8,2.5,15.6,"£35,937"
919,3368,117455,6,13,2,6.0,5.0,1.0,13.7,"£36,132"
919,3369,117456,12,15,5,9.9,8.9,3.0,20.8,"£37,633"
919,3370,117457,9,7,2,7.8,4.7,1.7,19.7,"£35,245"
919,3371,117458,12,13,7,9.4,5.3,2.0,25.5,"£39,350"
919,3373,117459,9,7,4,6.9,2.8,2.5,20.1,"£38,171"
919,3376,117460,17,11,3,12.1,6.9,1.7,17.4,"£38,710"
919,3378,117461,12,11,4,9.4,4.6,1.4,20.5,"£37,249"
919,3379,117462,21,12,3,17.1,7.0,2.1,18.4,"£35,521"
919,3380,117463,10,9,3,6.8,3.1,1.0,14.8,"£34,091"
919,3382,117464,14,10,3,10.8,5.5,2.0,19.8,"£38,687"
919,3383,117465,15,15,3,11.5,8.1,1.6,19.2,"£38,260"
919,3384,117466,12,15,5,10.4,9.1,2.9,20.9,"£36,665"
919,3385,117467,13,14,4,10.6,9.2,2.8,22.3,"£38,895"
919,3386,117468,15,8,4,11.5,4.3,3.2,21.4,"£39,253"
919,3388,117469,21,21,6,19.3,15.0,3.7,21.0,"£36,952"
919,3389,117470,16,10,3,10.9,5.7,2.4,20.3,"£34,867"
919,3391,117471,12,16,2,9.4,8.4,1.3,23.7,"£37,905"
919,3393,117472,16,16,4,11.2,7.1,2.6,19.8,"£36,213"
919,3394,117473,22,17,3,16.4,9.2,3.0,19.3,"£36,893"
919,3397,117474,12,21,5,9.7,12.5,3.3,23.0,"£37,802"
919,3398,117475,11,8,4,9.0,4.6,2.6,22.2,"£36,467"
919,3399,138322,10,9,5,9.0,6.9,3.2,24.2,"£39,042"
919,3400,138354,14,13,5,10.5,8.5,3.5,21.4,"£35,211"
919,3401,117478,17,22,4,12.3,9.2,2.4,23.0,"£37,645"
919,3402,117479,15,17,5,10.4,7.0,2.0,19.6,"£37,237"
919,3403,117480,12,10,4,9.7,5.5,2.9,19.6,"£36,330"
919,3404,117481,13,9,3,10.5,4.2,2.4,20.2,"£35,254"
919,3406,140238,11,9,6,10.0,6.6,3.5,20.3,"£36,626"
919,3408,117483,14,10,2,10.5,5.4,1.7,20.1,"£35,453"
919,3409,117484,16,11,2,11.2,5.9,1.6,17.3,"£38,269"
919,3410,117485,14,15,4,10.1,6.5,2.2,21.5,"£34,177"
919,3413,138316,15,11,4,12.6,5.6,2.3,17.2,"£36,434"
919,3415,117488,16,13,3,13.0,6.8,2.2,22.7,"£36,965"
919,3416,117489,12,10,4,10.8,6.6,2.5,20.3,"£33,976"
919,3419,117490,28,32,6,18.0,13.5,4.2,23.9,"£38,847"
919,3421,117491,13,11,3,11.2,5.2,2.3,21.2,"£36,059"
919,3423,117492,15,13,2,12.7,9.7,1.9,15.6,"£34,436"
919,3424,117493,12,12,6,9.8,6.9,2.8,21.3,"£36,207"
919,3428,117495,24,24,7,19.0,9.7,3.8,20.7,"£36,178"
919,3429,136024,20,23,4,17.6,12.4,3.3,17.4,"£36,277"
919,3975,117496,10,9,2,9.4,4.2,1.6,21.3,"£35,152"
919,3976,117497,10,8,3,9.2,6.0,2.3,16.4,"£35,642"
919,3977,117498,20,20,6,17.8,14.6,4.0,24.5,"£37,061"
919,3978,133773,24,13,5,17.8,7.4,4.5,18.4,"£37,838"
919,3979,141851,27,37,10,22.2,23.5,7.2,21.0,"£36,793"
919,3981,134685,15,15,5,12.0,8.6,3.1,18.5,"£40,120"
919,3982,134716,26,24,6,25.2,18.7,5.3,18.1,"£36,217"
919,3983,135083,24,26,11,20.6,16.5,8.7,18.8,"£35,874"
919,3984,135084,13,13,4,10.8,8.0,3.0,19.6,"£36,635"
919,3985,127416,23,21,4,20.4,16.6,3.3,22.2,"£35,548"
919,3986,137351,19,26,9,16.7,12.0,6.6,25.7,"£38,415"
919,3987,135221,18,23,7,14.0,15.7,5.9,15.2,"£39,343"
919,3988,135222,18,27,7,17.2,20.6,4.4,18.1,"£33,940"
919,3989,135223,20,30,6,18.4,21.9,4.3,20.4,"£32,582"
919,3990,135224,20,18,10,16.9,11.6,8.1,21.4,"£34,354"
919,3991,135339,19,24,14,18.4,15.2,9.0,21.0,"£36,549"
919,3992,135528,25,26,7,21.2,14.4,4.1,21.3,"£37,693"
919,4000,117499,72,20,27,69.5,14.4,24.2,16.1,"£39,772"
919,4001,138747,105,15,25,102.0,12.9,24.1,12.7,"£37,718"
919,4002,138225,8,2,1,4.5,1.6,1.0,12.5,"£31,977"
919,4003,138582,57,20,27,52.5,17.9,19.6,16.8,"£39,047"
919,4004,139416,26,1,10,25.5,1.0,10.0,13.2,"£36,357"
919,4005,117500,73,16,57,67.2,12.7,30.6,16.6,"£39,719"
919,4006,139873,79,7,24,69.2,6.1,22.4,16.4,"£42,116"
919,4007,139662,27,6,6,26.5,5.9,5.8,15.1,"£39,598"
919,4008,139154,68,18,34,64.6,11.1,22.7,16.3,"£39,224"
919,4009,137288,77,8,38,70.7,6.2,25.9,15.4,"£40,443"
919,4010,117504,43,12,20,40.2,9.1,16.3,12.0,"£40,777"
919,4011,137038,68,13,30,63.6,8.7,23.7,18.0,"£37,780"
919,4012,139902,8,0,2,7.8,0.0,2.0,4.7,"£35,117"
919,4013,137985,90,15,33,69.1,4.8,19.6,15.7,"£38,524"
919,4014,137847,78,13,41,67.5,8.5,30.9,15.8,"£41,642"
919,4016,136608,90,12,35,80.1,9.1,26.7,17.0,"£38,087"
919,4017,140037,56,9,22,53.9,8.3,20.1,14.4,"£36,858"
919,4021,141004,12,1,5,12.0,1.0,5.0,13.9,"£52,250"
919,4022,142051,58,10,27,53.7,9.9,24.3,16.5,"£42,017"
919,4024,143131,50,11,20,45.4,5.9,16.1,14.1,"£38,869"
919,4028,137270,95,20,51,81.7,15.2,38.0,15.1,"£39,783"
919,4029,117512,45,18,26,42.8,12.1,23.8,12.9,"£39,976"
919,4043,138286,92,17,40,81.7,11.1,28.8,14.9,"£39,367"
919,4047,117515,67,18,36,58.9,10.7,29.6,13.6,"£39,164"
919,4066,117518,83,21,32,79.7,16.1,27.1,13.6,"£39,921"
919,4067,140294,83,29,59,72.9,19.3,31.0,17.2,"£38,369"
919,4070,136973,98,20,37,75.8,11.4,25.9,16.6,"£39,834"
919,4080,137110,86,18,34,82.0,14.8,26.2,14.6,"£35,275"
919,4083,137339,102,14,41,85.5,11.8,34.1,14.4,"£37,924"
919,4087,117525,47,18,23,40.9,12.6,21.1,14.7,"£38,326"
919,4096,139036,72,9,31,68.8,8.0,23.8,15.7,"£41,474"
919,4099,137757,53,14,21,44.5,11.3,15.7,17.5,"£39,818"
919,4100,117528,70,18,28,63.7,14.4,22.3,13.2,"£38,742"
919,4101,136396,84,25,32,76.7,15.2,25.2,16.7,"£43,426"
919,4104,117530,103,13,39,92.6,11.3,34.3,15.9,"£40,136"
919,4111,140049,71,14,22,68.1,11.5,20.6,14.6,"£37,903"
919,4116,117534,72,14,41,68.0,11.8,35.8,16.3,"£41,289"
919,4117,138484,38,11,18,35.8,9.4,14.3,9.8,"£40,320"
919,4118,138632,88,22,37,80.5,14.7,28.3,16.4,"£38,671"
919,4122,117537,69,25,47,60.5,17.1,34.4,16.5,"£39,110"
919,4140,137656,44,7,30,40.2,4.5,23.6,11.1,"£40,667"
919,4141,137002,64,10,18,60.3,6.9,15.8,15.0,"£40,411"
919,4144,117541,16,19,4,12.0,8.8,3.6,23.5,"£36,289"
919,4145,137658,26,9,12,22.8,4.6,8.2,19.5,"£39,192"
919,4146,140249,20,11,9,18.8,4.2,6.1,18.0,SUPP
919,4149,137657,15,5,6,11.4,3.7,3.4,15.8,"£40,427"
919,4154,137792,47,12,21,45.5,10.1,20.4,16.1,"£38,079"
919,4197,136609,97,19,45,84.1,8.7,31.8,15.3,"£39,018"
919,4200,137637,97,11,42,89.9,8.4,31.4,15.5,"£39,620"
919,4498,137090,77,22,21,69.5,13.5,16.8,14.7,"£37,799"
919,4499,117552,42,9,35,39.3,6.4,31.4,11.0,"£41,886"
919,4504,138352,109,31,51,91.3,21.6,38.6,16.7,"£39,030"
919,4506,117554,29,2,8,28.4,2.0,8.0,14.8,"£34,226"
919,4606,117555,44,9,22,39.6,7.2,19.1,14.6,"£40,592"
919,4614,138356,100,10,47,86.6,6.9,33.3,15.3,"£38,825"
919,4619,117557,79,13,28,64.3,8.4,25.0,16.6,"£40,664"
919,4620,138106,64,15,20,54.4,9.8,15.3,16.7,"£41,743"
919,4627,117559,20,13,4,16.9,7.5,2.5,17.8,"£35,967"
919,4802,136922,63,14,23,60.7,13.0,20.5,16.0,"£39,273"
919,5200,138292,12,13,7,9.6,7.3,4.1,22.1,"£38,473"
919,5201,139507,22,14,6,12.5,5.8,2.7,18.1,"£36,843"
919,5202,117562,22,22,4,18.5,15.4,3.9,19.4,"£38,217"
919,5203,117563,16,11,2,10.9,7.1,1.6,18.9,"£35,934"
919,5204,117564,7,14,2,4.9,3.9,1.4,20.3,"£39,497"
919,5205,117565,24,21,4,18.2,13.0,2.4,24.4,"£36,674"
919,5206,138215,13,16,9,10.8,10.1,6.3,21.0,"£38,781"
919,5207,117567,13,18,2,10.4,8.7,1.4,21.2,"£37,759"
919,5208,137861,17,17,5,17.0,12.4,4.2,21.6,"£32,753"
919,5209,117569,5,9,10,5.0,7.4,2.0,20.7,"£38,220"
919,5210,117570,21,19,4,16.0,13.1,3.1,20.6,"£35,311"
919,5211,138288,13,10,2,11.4,8.9,2.0,23.9,"£33,262"
919,5212,141898,16,10,5,12.2,5.8,2.8,19.4,"£40,042"
