LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
919,5213,131456,14,15,3,10.3,11.8,2.2,20.3,"£34,773"
919,5400,136606,99,19,46,90.7,14.3,37.6,13.9,SUPP
919,5401,136276,99,27,32,84.5,17.2,20.4,16.0,"£41,031"
919,5403,136289,118,1,41,83.6,1.0,31.4,15.7,"£39,275"
919,5404,136899,110,19,33,96.2,12.0,28.9,14.8,"£36,405"
919,5405,117577,76,11,23,71.6,9.4,20.4,16.6,"£39,891"
919,5406,117578,89,21,37,75.7,14.2,28.4,16.8,"£37,996"
919,5407,136554,117,24,52,100.1,10.7,33.9,14.6,"£40,667"
919,5408,137872,72,34,32,66.6,28.8,25.6,16.8,"£37,993"
919,5410,136877,111,12,44,106.1,10.6,38.7,15.7,"£38,287"
919,5411,137224,60,13,28,53.5,8.3,21.0,13.6,"£41,534"
919,5412,137938,42,5,18,40.7,4.0,17.2,14.0,"£41,135"
919,5413,137895,105,20,42,99.4,15.5,31.0,15.2,"£41,843"
919,5414,138042,73,19,36,69.2,14.4,30.2,16.6,"£41,320"
919,5415,137532,92,17,31,85.7,14.0,27.4,15.4,"£37,594"
919,5416,137156,87,11,30,77.5,6.7,22.8,15.5,SUPP
919,5417,137922,71,11,21,65.3,9.4,18.2,17.4,"£43,387"
919,5418,137914,82,12,30,75.4,7.8,23.6,16.2,"£38,098"
919,5419,117591,84,9,20,74.5,6.3,16.1,14.5,"£37,621"
919,5420,140786,94,13,28,79.4,8.3,24.9,15.4,"£37,953"
919,5421,136901,102,13,41,89.4,8.0,30.6,15.6,"£41,064"
919,5422,117594,66,13,23,60.1,6.9,17.8,15.7,"£39,419"
919,5423,138360,69,27,35,63.5,16.5,28.5,17.3,"£38,315"
919,5425,117596,26,6,14,26.0,5.8,13.2,10.5,"£42,337"
919,5426,136607,74,13,31,72.7,10.6,27.4,17.4,"£42,158"
919,5427,136482,84,16,35,75.8,10.1,18.1,11.2,"£38,945"
919,6905,135876,79,11,22,76.8,9.3,20.8,14.3,"£38,413"
919,6906,135938,70,15,36,66.6,11.7,32.9,16.6,"£39,052"
921,2000,139644,9,9,5,7.1,6.1,3.3,27.2,"£37,153"
921,2001,118155,5,7,11,4.6,3.5,4.2,17.8,"£36,549"
921,2002,118156,18,44,6,13.7,11.2,4.1,21.5,"£37,869"
921,2005,118158,12,14,3,10.2,8.5,1.9,19.2,"£33,834"
921,2006,118159,8,14,6,8.0,9.1,2.8,17.1,"£35,363"
921,2007,118160,19,16,5,16.4,9.5,3.1,22.9,"£33,054"
921,2009,118161,10,11,5,9.1,8.5,3.2,21.8,"£35,523"
921,2010,118162,12,11,2,10.7,8.3,1.8,20.3,"£35,897"
921,2012,118163,14,14,8,13.5,11.5,5.6,16.4,"£33,718"
921,2014,118164,23,24,7,21.0,19.0,5.1,17.1,"£34,000"
921,2015,118165,11,13,5,7.9,6.1,2.0,20.4,"£40,248"
921,2016,139454,8,16,7,7.4,8.1,3.1,25.5,"£39,266"
921,2018,118167,17,14,8,15.4,9.1,6.5,21.6,"£35,412"
921,2021,118168,19,26,9,17.7,18.3,5.7,22.1,"£37,614"
921,2024,118169,5,8,4,4.0,3.7,1.0,22.8,"£37,466"
921,2029,118172,12,10,5,9.5,6.3,2.0,20.5,"£36,046"
921,2030,118173,10,13,8,9.8,8.5,3.0,16.8,"£34,058"
921,2032,141305,17,25,27,16.0,15.9,11.1,21.8,"£34,016"
921,2033,118175,23,44,8,20.0,30.1,5.8,19.0,"£34,493"
921,2038,118176,11,11,5,8.7,5.4,2.4,24.1,"£36,946"
921,2039,118177,19,29,9,17.8,20.3,5.1,20.8,"£39,008"
921,2041,118178,9,20,5,7.8,10.7,2.7,25.7,"£38,479"
921,2042,118179,13,13,5,10.8,9.1,2.3,19.1,"£37,360"
921,2043,136008,22,32,6,20.2,22.2,2.9,19.3,"£35,925"
921,2044,136013,23,28,11,20.1,18.2,6.1,21.0,"£39,638"
921,2045,136011,19,19,16,16.1,12.5,6.9,16.8,"£33,024"
921,3000,118180,9,11,4,7.1,7.5,3.2,26.0,"£35,360"
921,3001,118181,12,11,6,8.5,7.2,2.8,22.8,"£37,792"
921,3003,118182,7,10,4,6.2,5.0,2.4,16.5,"£36,589"
921,3004,118183,23,26,5,20.8,15.4,3.5,18.8,"£35,807"
921,3006,118185,7,6,4,5.9,3.8,2.2,16.3,"£37,411"
921,3011,118188,11,10,4,7.6,5.6,2.6,22.0,"£36,522"
921,3300,118192,10,17,7,8.8,6.5,2.8,15.5,"£36,165"
921,3303,118193,21,43,9,18.4,26.7,6.9,15.9,"£35,257"
921,3304,118194,8,3,5,5.4,1.7,3.3,16.9,"£35,051"
921,3310,118195,10,22,4,8.9,9.8,2.6,23.4,"£36,223"
921,3311,118196,8,10,3,7.4,4.7,1.3,18.4,"£37,072"
921,3313,118198,11,12,5,9.4,6.9,2.0,21.8,"£40,070"
921,3314,118199,9,11,2,8.2,5.0,1.1,21.8,"£35,417"
921,3315,118200,18,14,4,14.9,10.8,3.2,20.4,"£32,748"
921,4000,136751,76,31,38,68.6,25.4,32.7,16.4,SUPP
921,4001,136753,66,29,22,61.6,23.8,19.0,15.8,"£35,966"
921,4002,140691,28,4,16,27.2,3.7,15.6,13.8,"£34,967"
921,4004,140845,69,30,22,63.9,23.9,21.2,15.9,"£37,815"
921,4005,140948,11,0,4,10.2,0.0,3.3,14.3,"£38,980"
921,4030,136010,111,32,33,96.9,25.9,31.2,13.0,"£37,746"
921,4032,136012,43,28,22,39.1,22.0,20.0,18.5,"£40,368"
921,4604,135552,104,25,34,98.0,21.7,32.2,16.1,"£37,342"
925,2000,138442,17,22,4,15.5,14.7,3.4,22.0,"£31,623"
925,2002,120370,10,10,12,9.2,6.6,3.0,22.9,"£35,836"
925,2003,120371,8,9,8,7.0,4.0,1.9,17.9,"£36,173"
925,2004,138444,7,11,4,6.6,6.2,2.8,19.1,"£36,319"
925,2005,138445,19,31,7,16.1,14.2,6.2,19.9,"£37,655"
925,2006,138970,11,13,5,10.0,7.9,3.8,24.0,"£34,030"
925,2007,139266,5,5,1,5.0,3.7,1.0,14.0,"£35,065"
925,2008,139332,13,10,5,12.4,8.7,4.9,16.2,SUPP
925,2009,137794,21,15,5,17.1,9.4,3.4,24.2,"£38,133"
925,2010,139597,11,6,3,10.1,5.5,3.0,23.3,"£34,119"
925,2012,120373,7,9,7,5.7,5.0,1.9,21.2,"£29,943"
925,2013,120374,8,4,9,6.8,3.0,1.7,17.2,"£32,104"
925,2014,139702,6,6,2,5.2,5.4,2.0,23.1,"£37,901"
925,2015,140185,7,17,3,7.0,13.7,2.1,26.9,"£41,069"
925,2016,140214,9,8,3,7.4,6.9,2.2,20.4,"£35,856"
925,2017,120375,4,4,3,4.0,2.1,1.2,24.5,"£35,027"
925,2018,140329,5,3,2,4.9,2.2,2.0,17.4,SUPP
925,2019,120376,4,6,3,3.6,2.7,1.1,19.4,"£40,375"
925,2020,139618,22,25,6,19.7,16.6,5.2,20.3,"£36,065"
925,2021,140498,5,2,3,5.0,2.0,2.5,24.0,"£30,721"
925,2023,140988,3,4,3,3.0,2.7,1.4,15.7,SUPP
925,2024,141100,23,22,3,20.6,17.6,2.4,19.1,"£38,403"
925,2025,120379,6,8,5,5.6,6.5,1.6,17.7,"£39,697"
925,2027,141223,34,22,7,31.7,19.8,5.1,14.1,"£34,690"
925,2028,120381,9,12,9,8.1,5.8,1.6,26.1,"£37,087"
925,2030,120382,12,13,11,11.3,7.8,3.3,22.8,"£37,940"
925,2031,120383,4,7,8,3.4,3.4,1.7,17.1,"£33,078"
925,2033,120385,4,5,3,3.4,3.0,0.8,15.3,SUPP
925,2034,120386,6,6,5,4.6,3.6,1.1,20.4,"£38,593"
925,2035,141390,4,3,2,4.0,1.7,0.4,11.9,"£38,462"
925,2036,141556,2,3,2,1.2,1.9,1.0,23.3,SUPP
925,2038,120387,11,13,16,9.4,9.0,7.9,23.5,"£34,474"
925,2039,120388,8,8,2,7.5,3.6,1.0,19.4,"£37,396"
925,2040,143132,6,4,1,6.0,3.7,1.0,12.0,SUPP
925,2042,143518,5,5,3,4.6,3.1,1.2,21.5,NA
925,2046,120390,11,11,9,8.7,4.2,2.7,23.5,"£40,128"
925,2050,120391,6,11,6,5.0,5.0,0.8,15.2,"£39,667"
925,2054,120392,14,10,9,13.5,7.4,3.2,18.4,"£32,668"
925,2055,120393,12,12,11,11.4,6.4,2.9,27.8,"£36,162"
925,2057,136790,27,31,9,23.6,17.8,5.7,22.8,"£38,257"
925,2061,120395,14,13,13,12.5,6.0,4.5,22.5,"£33,624"
925,2062,120396,11,6,6,8.9,3.3,2.1,24.2,"£35,819"
925,2064,138748,17,25,3,14.7,10.6,3.0,24.2,"£36,135"
925,2065,120398,12,11,5,10.2,6.8,2.2,23.7,"£35,631"
925,2066,120399,12,9,8,10.9,7.3,3.4,17.5,"£35,993"
925,2067,120400,11,7,10,8.7,4.4,2.8,23.0,"£36,629"
925,2070,120401,9,16,8,8.6,10.2,2.7,23.6,"£35,503"
925,2072,137599,37,24,9,31.9,13.8,5.9,20.3,"£35,758"
925,2074,138486,NA,NA,NA,NA,NA,NA,NA,NA
925,2075,137201,18,19,6,15.0,10.0,3.3,19.9,"£37,854"
925,2084,120406,17,17,14,15.9,11.2,4.4,24.8,"£34,860"
925,2085,120407,4,3,4,3.9,2.2,1.3,17.7,"£38,904"
925,2087,120408,11,13,13,9.5,9.6,4.7,16.8,"£36,152"
925,2088,120409,5,3,5,3.8,1.8,1.3,13.4,"£33,440"
925,2089,120410,5,6,3,3.5,2.7,0.7,15.7,"£41,960"
925,2090,139192,5,2,2,5.0,2.0,1.2,27.2,"£36,393"
925,2091,120412,4,6,4,3.6,3.4,0.4,22.7,"£35,459"
925,2092,120413,4,4,4,4.0,1.6,1.4,16.5,"£29,207"
925,2093,141260,15,12,3,13.6,9.6,2.9,21.2,"£35,835"
925,2094,120415,24,28,26,23.5,14.1,7.0,20.8,"£33,179"
925,2095,120416,22,18,18,19.6,8.4,4.0,20.5,"£34,761"
925,2096,120417,5,7,6,3.6,3.0,1.1,17.0,"£38,129"
925,2097,120418,13,8,6,10.0,4.4,2.0,27.6,"£36,581"
925,2102,120419,4,9,3,3.6,3.9,1.2,26.4,"£34,415"
925,2104,120420,7,11,9,5.8,4.3,1.8,16.4,"£31,350"
925,2105,120421,8,9,3,5.6,4.4,1.2,18.0,"£35,456"
925,2107,120422,5,3,9,3.7,2.7,2.2,20.3,SUPP
925,2109,120423,11,22,7,9.9,13.8,3.0,22.7,"£38,480"
925,2113,120424,29,31,21,17.6,20.2,5.9,21.4,"£32,536"
925,2114,120425,20,33,4,18.2,15.3,2.5,21.0,"£34,979"
925,2116,138291,1,3,0,0.2,0.8,0.0,SUPP,SUPP
925,2120,120427,22,26,15,20.1,16.7,5.3,22.0,"£35,866"
925,2122,139142,5,9,7,5.0,7.1,2.5,17.0,"£36,861"
925,2124,120429,23,26,14,21.9,19.9,6.4,19.8,"£36,659"
925,2135,120436,6,11,9,5.8,9.9,3.3,24.9,"£36,377"
925,2136,139470,17,16,5,16.2,6.2,3.2,20.2,SUPP
925,2137,138149,11,12,2,7.4,7.9,1.4,22.3,"£39,029"
925,2142,120440,19,24,12,16.4,16.0,5.1,22.2,"£36,880"
925,2146,120443,3,9,5,3.0,4.3,0.9,14.3,SUPP
925,2149,120444,4,5,1,3.7,3.6,0.5,21.8,SUPP
925,2151,120445,5,6,3,4.0,3.1,0.6,14.0,"£35,993"
925,2152,120446,4,7,5,3.5,4.7,0.9,14.6,SUPP
925,2153,120447,6,5,2,4.1,2.7,1.0,7.1,"£40,103"
925,2157,139296,5,6,3,5.0,3.8,1.3,18.0,"£30,127"
925,2158,120450,4,4,3,4.0,1.6,0.7,8.0,"£37,487"
925,2159,120451,7,8,7,5.2,4.0,1.3,20.8,"£33,185"
925,2161,138749,4,4,1,4.0,1.6,0.7,15.8,"£33,194"
925,2162,120453,7,7,7,4.7,4.8,2.3,21.8,"£36,669"
925,2166,120454,6,6,9,5.0,3.6,2.1,21.7,"£39,016"
925,2168,141793,10,13,3,8.0,6.5,1.6,23.4,"£35,022"
925,2169,120457,3,2,4,3.0,1.2,1.0,12.0,SUPP
925,2170,120458,20,35,13,17.8,21.6,6.1,16.6,"£34,191"
925,2171,138637,18,16,6,15.5,14.6,5.3,26.2,SUPP
925,2174,120461,6,10,4,5.2,5.4,1.5,12.8,"£33,161"
925,2175,120462,6,7,5,5.2,4.0,1.1,18.1,"£38,253"
925,2176,120463,8,5,3,5.9,2.6,0.7,16.3,"£36,125"
925,2177,120464,12,12,11,11.0,9.0,3.0,19.1,"£33,229"
925,2178,120465,5,2,4,4.0,1.3,1.0,16.8,"£33,267"
925,2179,120466,4,5,3,3.6,1.3,1.4,13.3,"£30,620"
925,2180,120467,5,7,5,3.1,4.7,1.2,12.5,"£39,290"
925,2181,120468,5,4,6,4.4,2.1,1.7,15.2,"£35,112"
925,2182,120469,6,11,5,6.0,7.9,1.2,18.7,"£32,945"
925,2183,139868,6,4,1,5.1,2.4,0.8,14.9,"£37,119"
925,2185,120471,5,7,12,5.0,4.3,1.8,19.0,"£33,346"
925,2187,120472,9,9,11,7.8,6.0,2.7,18.8,"£36,540"
925,2188,120473,10,11,4,9.2,7.2,2.3,25.8,"£36,604"
925,2190,138750,14,40,3,12.6,15.8,2.6,22.2,"£36,694"
925,2191,120476,21,25,13,18.3,19.7,5.6,19.1,"£34,542"
925,2193,142764,10,0,0,9.1,0.0,0.0,22.4,SUPP
925,2195,120478,8,8,7,5.8,4.0,2.8,28.5,"£36,632"
925,2196,120479,9,21,13,7.7,7.9,3.6,23.0,"£39,881"
925,2197,120480,5,3,4,3.7,1.5,1.2,25.1,"£34,091"
925,2198,120481,7,10,3,6.1,3.8,1.1,17.9,"£37,943"
925,2199,120482,5,5,1,4.1,4.0,0.6,20.6,"£31,425"
925,2201,120483,7,10,7,6.5,6.8,2.3,16.8,"£29,298"
925,2202,139885,4,3,2,3.6,1.5,1.2,13.2,"£26,047"
925,2203,120485,6,6,5,4.2,4.7,1.2,18.3,"£39,263"
925,2205,120487,3,2,3,3.0,1.5,0.9,19.0,SUPP
925,2206,120488,9,14,8,8.5,10.4,2.8,21.8,"£34,720"
925,2207,139361,16,5,7,14.1,3.8,6.5,15.5,SUPP
925,2208,138330,11,12,6,11.0,9.8,3.4,18.3,"£32,047"
925,2210,120491,7,7,4,6.0,4.0,1.4,14.3,"£35,941"
925,2214,120492,11,18,11,10.4,13.6,3.3,20.0,"£33,250"
925,2215,120493,8,11,8,7.4,9.0,2.2,17.8,"£34,777"
925,2219,120494,20,36,26,19.0,19.4,7.8,23.4,"£36,617"
925,2224,120496,10,6,4,8.6,2.9,1.2,21.0,"£34,498"
925,2229,120497,7,7,7,6.1,4.3,2.3,23.8,"£39,461"
925,2232,120499,19,23,8,18.6,16.5,4.3,23.7,"£31,497"
925,2234,138751,26,29,3,24.9,27.9,3.0,17.8,"£34,627"
925,2237,139191,21,17,6,20.4,14.3,5.6,17.2,"£35,041"
925,2238,120502,18,12,14,13.1,8.1,3.6,19.8,"£35,060"
925,2239,138752,22,29,4,21.6,28.6,4.0,27.5,"£32,712"
925,2240,120504,18,14,20,17.4,8.3,4.1,21.6,"£36,725"
925,2241,120505,13,13,19,12.6,8.4,4.7,21.5,"£33,618"
925,2243,120506,6,4,2,6.0,3.1,0.9,15.7,"£30,232"
925,2244,120507,28,34,7,24.5,17.7,3.5,22.5,"£36,067"
925,2245,120508,17,20,3,15.3,14.4,1.0,19.2,"£34,144"
925,2246,120509,18,12,5,13.8,10.5,2.0,20.1,"£35,910"
925,2247,138063,13,20,4,11.6,8.9,2.2,17.7,"£35,699"
925,2248,132251,21,24,18,18.0,11.8,4.8,22.4,"£35,697"
925,3000,120511,6,7,4,5.0,3.6,1.4,22.8,"£37,309"
925,3001,120512,8,11,3,7.1,6.6,1.8,22.7,"£36,197"
925,3004,120513,13,10,12,10.7,7.6,4.0,23.9,"£38,201"
925,3005,120514,7,13,9,6.3,6.9,3.2,31.0,"£34,478"
925,3007,120515,8,9,10,7.4,4.8,2.3,20.0,"£39,242"
925,3009,120516,6,6,1,6.0,2.3,1.0,15.0,"£37,410"
925,3015,120517,6,6,1,4.2,2.6,1.0,18.2,"£39,346"
925,3017,120518,5,7,6,4.8,2.3,1.4,14.4,"£43,192"
925,3018,120519,6,9,6,4.1,4.1,1.7,17.3,"£37,198"
925,3021,120520,4,10,6,3.5,3.7,2.1,26.6,"£41,496"
925,3022,143259,7,6,2,5.2,3.2,1.2,20.5,"£39,086"
925,3026,120522,9,18,4,8.6,7.4,1.8,24.3,"£38,104"
925,3027,136478,19,25,4,17.6,21.2,4.0,19.6,"£31,213"
925,3029,120524,14,17,13,12.4,9.8,4.2,26.9,"£34,021"
925,3031,120525,11,11,9,7.2,6.4,2.4,28.9,"£33,402"
925,3033,120526,9,8,6,8.0,3.5,1.8,22.6,"£31,874"
925,3036,140445,11,10,4,7.5,5.5,1.3,19.3,NA
925,3037,120528,9,10,9,7.8,5.5,2.1,26.2,"£38,110"
925,3040,138057,15,7,2,12.4,4.6,2.0,21.1,"£35,076"
925,3041,120530,5,7,5,4.0,3.6,0.8,22.8,"£32,203"
925,3044,143256,NA,NA,NA,NA,NA,NA,NA,NA
925,3045,120532,10,16,13,8.2,7.9,3.7,24.0,"£33,196"
925,3047,120533,12,16,13,10.2,7.9,2.7,22.9,"£35,463"
925,3050,120534,9,8,10,7.4,3.3,2.2,13.4,"£33,277"
925,3052,120536,7,8,9,5.1,3.5,1.6,21.5,"£36,003"
925,3056,120537,9,10,9,7.6,8.0,2.6,23.0,"£35,347"
925,3066,120539,5,7,7,4.6,3.2,1.8,20.2,"£37,881"
925,3068,120540,7,9,9,7.0,6.7,2.6,23.4,"£36,243"
925,3070,120541,5,3,6,4.7,1.8,1.4,20.0,"£34,966"
925,3071,120542,5,7,9,4.6,4.4,1.7,18.7,"£35,922"
925,3077,139178,17,17,4,14.7,8.8,2.9,21.1,SUPP
925,3078,120544,8,7,2,7.6,3.7,1.1,23.2,"£37,970"
925,3079,120545,7,6,8,6.2,4.1,2.5,24.4,"£38,162"
925,3085,120546,17,18,5,15.4,15.4,3.6,26.1,"£32,003"
925,3088,120548,4,3,4,2.3,2.1,1.2,24.1,"£42,212"
925,3089,120549,2,5,5,1.1,4.2,1.0,45.0,SUPP
925,3091,120550,16,32,5,14.9,12.9,2.9,23.7,"£35,245"
925,3092,120551,5,8,7,4.2,5.6,1.8,24.3,"£34,126"
925,3093,120552,7,7,7,5.4,4.1,2.1,20.0,"£34,722"
925,3096,120554,6,14,10,5.5,8.3,2.5,26.4,"£37,543"
925,3097,120555,9,9,4,8.6,6.2,2.1,23.3,"£35,628"
925,3098,120556,12,9,18,11.2,6.7,4.8,22.9,"£37,964"
925,3102,120558,11,15,11,10.8,13.2,3.9,24.7,"£34,512"
925,3103,120559,4,9,3,3.4,5.5,1.1,41.2,"£35,754"
925,3105,120560,7,6,10,4.2,4.1,2.2,21.2,"£38,441"
925,3107,120561,14,16,12,13.1,9.9,4.6,17.3,"£36,221"
925,3108,120562,12,12,9,10.1,7.8,2.8,22.6,"£38,441"
925,3111,120563,14,16,17,12.4,11.4,5.8,18.3,"£34,947"
925,3116,120565,5,10,9,4.8,5.3,2.0,17.9,"£37,835"
925,3118,120566,10,14,12,9.5,7.6,3.4,25.0,"£39,028"
925,3119,120567,22,21,5,18.3,10.2,3.0,17.8,"£33,119"
925,3120,120568,5,7,9,4.8,3.3,1.4,22.3,"£36,198"
925,3121,120569,12,15,6,10.4,6.6,2.1,20.4,"£36,865"
925,3122,120570,6,6,7,5.6,5.3,2.0,19.2,"£32,462"
925,3123,120571,6,5,6,4.3,3.6,1.5,18.3,"£38,120"
925,3124,120572,4,2,5,3.2,1.9,0.9,18.8,"£39,498"
925,3125,120573,4,4,3,3.0,2.8,1.1,20.0,"£33,825"
925,3128,120574,15,15,11,12.5,10.6,4.0,22.7,"£37,739"
925,3130,120576,4,8,7,3.8,5.3,1.8,20.3,"£36,225"
925,3131,120577,17,19,19,16.1,11.6,5.1,19.0,"£33,403"
925,3132,120578,5,3,4,4.0,2.0,1.3,10.8,"£35,935"
925,3133,120579,6,4,4,4.2,2.9,1.7,13.1,"£36,148"
925,3134,120580,5,6,4,4.2,3.3,1.1,21.8,"£33,934"
925,3136,120581,9,10,7,7.6,6.1,2.3,25.1,"£35,802"
925,3139,120583,17,14,12,14.0,9.0,4.5,21.8,"£31,885"
925,3140,120584,5,8,5,4.0,3.4,0.8,17.3,"£30,753"
925,3141,120585,5,11,4,4.7,6.0,1.3,17.4,"£37,770"
925,3146,120586,6,12,8,6.0,5.1,2.7,21.2,"£36,284"
925,3151,120587,8,8,8,6.4,6.3,3.1,18.7,"£32,776"
925,3152,120588,7,8,7,4.2,3.4,1.9,16.9,"£41,692"
925,3154,120589,9,20,6,8.2,10.5,1.7,21.3,"£33,353"
925,3156,120590,15,25,13,12.1,12.5,4.7,25.6,"£34,674"
925,3158,139187,16,0,3,16.0,0.0,2.3,22.3,"£35,262"
925,3162,120593,16,8,7,14.8,5.8,3.4,15.4,"£36,689"
925,3163,120594,5,5,5,4.9,3.4,1.7,19.9,"£33,622"
925,3166,138753,16,10,4,14.7,5.1,2.8,19.8,SUPP
925,3167,120596,10,31,4,8.2,16.9,2.1,33.9,"£38,695"
925,3168,120597,8,11,7,6.4,3.8,1.5,18.4,"£37,572"
925,3169,131490,15,9,10,13.2,8.5,3.7,15.3,"£34,980"
925,3170,120628,7,11,9,6.7,7.1,2.1,25.0,"£35,900"
925,3171,120629,10,13,4,8.5,5.4,2.7,20.3,"£37,969"
925,3308,138282,24,19,7,22.4,11.7,5.1,21.2,"£36,874"
925,3310,138283,7,9,6,6.6,6.6,2.8,24.3,"£33,995"
925,3311,138816,9,12,5,8.2,8.3,3.0,24.3,"£38,848"
925,3313,120601,8,11,8,6.5,5.8,2.3,18.8,"£36,785"
925,3314,120602,4,6,4,3.6,2.9,1.2,19.4,"£41,831"
925,3317,143258,6,5,2,6.0,2.8,1.0,15.7,"£37,222"
925,3319,120604,5,3,2,4.3,1.6,0.6,8.1,"£33,874"
925,3321,120605,5,11,5,3.7,5.2,1.4,23.4,"£37,459"
925,3322,120606,8,6,4,6.1,5.7,1.1,16.3,"£38,398"
925,3325,120607,10,9,7,8.5,4.7,2.2,23.8,"£35,933"
925,3330,120608,9,21,11,7.8,8.0,2.9,27.7,"£37,092"
925,3331,139621,9,16,1,8.5,6.2,1.0,16.0,"£33,314"
925,3332,139626,7,13,3,7.0,8.3,2.4,19.3,"£31,134"
925,3337,120611,5,2,4,5.0,1.2,1.4,14.0,"£30,711"
925,3338,120612,18,33,5,16.0,18.6,3.7,31.1,"£36,564"
925,3339,120613,19,40,5,17.0,18.2,3.0,25.4,"£38,789"
925,3340,120614,5,5,6,5.0,2.5,1.7,20.4,"£36,598"
925,3342,120615,10,15,10,9.4,10.8,3.4,22.1,"£33,094"
925,3343,120616,9,13,5,9.0,7.9,2.2,23.2,"£37,441"
925,3346,139627,13,25,4,11.6,12.0,2.4,24.3,"£40,870"
925,3347,139622,11,32,6,9.5,9.7,2.2,22.0,"£36,573"
925,3350,120619,8,12,9,7.4,7.2,2.4,19.3,"£36,579"
925,3353,120620,9,13,10,8.0,7.4,3.2,19.9,"£34,094"
925,3354,138640,17,12,6,15.2,5.6,4.0,20.4,"£36,801"
925,3359,120623,7,9,10,6.0,5.0,2.3,14.7,"£36,366"
925,3361,120625,11,12,7,8.9,5.2,2.1,20.5,"£34,367"
925,3364,120626,15,10,11,11.3,6.9,3.3,21.2,"£37,312"
925,3366,120627,6,7,8,5.5,3.5,2.0,14.9,"£35,356"
925,3505,120630,18,44,20,15.8,28.6,7.8,23.7,"£31,160"
925,3506,137978,13,15,7,12.8,11.3,4.4,24.5,"£39,666"
925,3507,132179,22,31,11,19.6,19.8,3.4,20.3,"£33,063"
925,3508,136870,22,29,3,20.2,28.2,2.3,20.7,SUPP
925,3510,136354,33,26,8,28.1,20.4,6.9,23.6,"£37,907"
925,4000,137572,96,23,35,91.1,21.3,27.3,14.2,"£37,453"
925,4001,137282,111,19,36,105.4,16.6,32.6,11.6,"£38,659"
925,4002,138783,32,10,13,30.8,8.2,11.9,14.6,"£35,500"
925,4003,139055,NA,NA,NA,NA,NA,NA,NA,NA
925,4004,138638,82,12,29,72.9,9.0,24.4,16.4,"£40,307"
925,4005,137667,47,10,20,45.1,5.7,15.5,16.5,"£39,328"
925,4008,140950,15,1,6,15.0,1.0,6.0,14.4,"£39,447"
925,4010,137873,107,31,45,97.6,23.4,36.2,15.9,"£36,699"
925,4011,141166,21,5,13,20.3,4.8,11.4,14.8,"£39,409"
925,4013,141391,32,9,13,31.1,8.9,12.4,15.4,"£35,198"
925,4017,136479,14,5,10,13.2,4.4,8.5,16.3,"£38,736"
925,4018,142392,29,10,5,28.6,8.3,4.2,10.6,"£32,189"
925,4019,136624,53,12,25,46.3,9.3,21.4,15.8,"£37,121"
925,4022,139140,45,13,19,40.6,7.6,14.6,18.6,"£39,982"
925,4027,120642,62,15,32,58.3,7.6,19.1,16.8,"£37,999"
925,4030,120645,21,26,14,20.2,21.6,13.1,30.2,"£40,605"
925,4048,136968,40,15,17,37.6,12.6,12.5,15.0,"£41,283"
925,4049,136958,26,15,13,23.5,9.3,9.5,13.3,"£40,559"
925,4050,141581,38,15,19,36.0,12.7,16.2,16.4,"£40,183"
925,4062,120654,22,17,19,19.8,11.2,9.4,9.7,"£37,738"
925,4065,120655,76,18,36,67.0,13.7,24.1,18.3,"£37,267"
925,4067,137600,22,14,12,19.4,13.2,10.2,18.0,"£33,635"
925,4072,138754,95,34,37,91.9,33.6,36.8,11.1,"£36,199"
925,4501,137793,80,4,18,77.6,3.0,16.8,18.5,"£38,521"
925,4507,138755,39,19,20,38.6,16.2,15.3,16.5,"£39,388"
925,4514,136491,61,23,27,56.3,19.8,21.1,16.5,"£41,760"
925,4516,138756,21,16,12,20.2,9.8,10.6,16.2,"£40,552"
925,4603,139304,59,6,18,53.1,6.0,16.1,18.0,"£39,188"
925,5202,138284,12,15,8,9.6,4.9,2.7,19.2,"£34,830"
925,5203,137565,33,22,7,28.8,18.4,4.5,22.4,SUPP
925,5205,137680,30,41,9,26.4,25.7,5.1,23.5,"£32,741"
925,5206,120673,19,29,4,16.5,16.6,2.8,19.3,"£38,708"
925,5207,120674,16,20,3,14.7,14.0,2.5,22.1,SUPP
925,5208,138487,20,26,9,14.7,13.8,4.4,19.6,"£37,448"
925,5209,138808,9,17,1,8.4,14.5,1.0,24.4,"£40,623"
925,5210,120677,8,13,14,7.6,11.6,5.2,25.3,"£34,870"
925,5211,120678,23,27,3,19.9,23.5,2.8,23.9,"£34,128"
925,5212,137977,12,9,5,12.0,6.6,2.8,22.3,"£37,454"
925,5214,120681,11,11,5,9.6,6.8,4.4,22.3,"£36,563"
925,5215,120682,12,16,13,9.8,10.4,3.4,21.1,"£36,428"
925,5216,120683,18,14,13,16.2,7.7,3.1,19.0,"£34,888"
925,5217,120684,10,13,2,10.0,8.3,1.5,21.8,"£32,293"
925,5218,120685,6,9,2,5.0,3.4,0.9,13.1,"£37,438"
925,5219,120686,11,12,8,9.6,7.7,1.7,17.0,"£34,755"
